id,stageIndex,stageIndexLastChangedAt,index,indexLastChangedAt,ended,endedLastChangedAt,start,startLastChangedAt,task,taskLastChangedAt,gameID,gameIDLastChangedAt,name,nameLastChangedAt,batchID,batchIDLastChangedAt
01HJBZGYDSSGJEJJ16XMBXTB0C,1,2023-12-23T13:38:12.952757-05:00,0,2023-12-23T13:38:12.921211-05:00,true,2023-12-23T13:38:54.627978-05:00,true,2023-12-23T13:38:12.98599-05:00,advertise,2023-12-23T13:38:12.921211-05:00,01HJA8Q2DW7RJCJ8F8C4JCP2EK,2023-12-23T13:38:12.921211-05:00,Advertise,2023-12-23T13:38:12.921211-05:00,01HJA8Q2D9KAJ86YA4RDY2J2FX,2023-12-23T13:38:12.921211-05:00
01HJBZGYDSSGJEJJ16Y3HTZ2M7,1,2023-12-23T13:38:12.959693-05:00,1,2023-12-23T13:38:12.921575-05:00,false,2023-12-23T13:38:12.921575-05:00,false,2023-12-23T13:38:12.921575-05:00,results,2023-12-23T13:38:12.921575-05:00,01HJA8Q2DW7RJCJ8F8C4JCP2EK,2023-12-23T13:38:12.921575-05:00,Results,2023-12-23T13:38:12.921575-05:00,01HJA8Q2D9KAJ86YA4RDY2J2FX,2023-12-23T13:38:12.921575-05:00
01HJBZGYDSSGJEJJ16YH1TED56,1,2023-12-23T13:38:12.967955-05:00,2,2023-12-23T13:38:12.92185-05:00,false,2023-12-23T13:38:12.92185-05:00,false,2023-12-23T13:38:12.92185-05:00,advertise2,2023-12-23T13:38:12.92185-05:00,01HJA8Q2DW7RJCJ8F8C4JCP2EK,2023-12-23T13:38:12.92185-05:00,Advertise,2023-12-23T13:38:12.92185-05:00,01HJA8Q2D9KAJ86YA4RDY2J2FX,2023-12-23T13:38:12.92185-05:00
01HJBZGYDTX18KRZ19WYMKMFE9,1,2023-12-23T13:38:12.967955-05:00,3,2023-12-23T13:38:12.922197-05:00,false,2023-12-23T13:38:12.922197-05:00,false,2023-12-23T13:38:12.922197-05:00,results2,2023-12-23T13:38:12.922197-05:00,01HJA8Q2DW7RJCJ8F8C4JCP2EK,2023-12-23T13:38:12.922197-05:00,Results,2023-12-23T13:38:12.922197-05:00,01HJA8Q2D9KAJ86YA4RDY2J2FX,2023-12-23T13:38:12.922197-05:00
01HJBZGYDTX18KRZ19X9Q20RZH,1,2023-12-23T13:38:12.969809-05:00,4,2023-12-23T13:38:12.922577-05:00,false,2023-12-23T13:38:12.922577-05:00,false,2023-12-23T13:38:12.922577-05:00,advertise3,2023-12-23T13:38:12.922577-05:00,01HJA8Q2DW7RJCJ8F8C4JCP2EK,2023-12-23T13:38:12.922577-05:00,Advertise,2023-12-23T13:38:12.922577-05:00,01HJA8Q2D9KAJ86YA4RDY2J2FX,2023-12-23T13:38:12.922577-05:00
01HJBZGYDX9Q3EEDQFRFKRA4E7,1,2023-12-23T13:38:12.974082-05:00,5,2023-12-23T13:38:12.925377-05:00,false,2023-12-23T13:38:12.925377-05:00,false,2023-12-23T13:38:12.925377-05:00,results3,2023-12-23T13:38:12.925377-05:00,01HJA8Q2DW7RJCJ8F8C4JCP2EK,2023-12-23T13:38:12.925377-05:00,Results,2023-12-23T13:38:12.925377-05:00,01HJA8Q2D9KAJ86YA4RDY2J2FX,2023-12-23T13:38:12.925377-05:00
01HJBZGYDY96CJDZAM2TAHGA71,1,2023-12-23T13:38:12.974082-05:00,6,2023-12-23T13:38:12.926786-05:00,false,2023-12-23T13:38:12.926786-05:00,false,2023-12-23T13:38:12.926786-05:00,advertise4,2023-12-23T13:38:12.926786-05:00,01HJA8Q2DW7RJCJ8F8C4JCP2EK,2023-12-23T13:38:12.926786-05:00,Advertise,2023-12-23T13:38:12.926786-05:00,01HJA8Q2D9KAJ86YA4RDY2J2FX,2023-12-23T13:38:12.926786-05:00
01HJBZGYDZQXB3BHZ9E077E1MB,1,2023-12-23T13:38:12.976936-05:00,7,2023-12-23T13:38:12.927676-05:00,false,2023-12-23T13:38:12.927676-05:00,false,2023-12-23T13:38:12.927676-05:00,results4,2023-12-23T13:38:12.927676-05:00,01HJA8Q2DW7RJCJ8F8C4JCP2EK,2023-12-23T13:38:12.927676-05:00,Game Results,2023-12-23T13:38:12.927676-05:00,01HJA8Q2D9KAJ86YA4RDY2J2FX,2023-12-23T13:38:12.927676-05:00
01HJBZM016B7XJ6FW7YKTVESPY,1,2023-12-23T13:39:52.890673-05:00,0,2023-12-23T13:39:52.870901-05:00,true,2023-12-23T13:40:22.009145-05:00,true,2023-12-23T13:39:52.912359-05:00,advertise,2023-12-23T13:39:52.870901-05:00,01HJBZKCHAA5N4F5CQ2DEK9DFK,2023-12-23T13:39:52.870901-05:00,Advertise,2023-12-23T13:39:52.870901-05:00,01HJBZKCGYXS6PJCEJ5YAAQBJ1,2023-12-23T13:39:52.870901-05:00
01HJBZM0175BZPAV847746KHZJ,1,2023-12-23T13:39:52.892253-05:00,1,2023-12-23T13:39:52.871047-05:00,true,2023-12-23T13:40:30.407158-05:00,true,2023-12-23T13:40:22.015645-05:00,results,2023-12-23T13:39:52.871047-05:00,01HJBZKCHAA5N4F5CQ2DEK9DFK,2023-12-23T13:39:52.871047-05:00,Results,2023-12-23T13:39:52.871047-05:00,01HJBZKCGYXS6PJCEJ5YAAQBJ1,2023-12-23T13:39:52.871047-05:00
01HJBZM0175BZPAV847TRZ2QBR,1,2023-12-23T13:39:52.89343-05:00,2,2023-12-23T13:39:52.871892-05:00,true,2023-12-23T13:40:39.872334-05:00,true,2023-12-23T13:40:30.416657-05:00,advertise2,2023-12-23T13:39:52.871892-05:00,01HJBZKCHAA5N4F5CQ2DEK9DFK,2023-12-23T13:39:52.871892-05:00,Advertise,2023-12-23T13:39:52.871892-05:00,01HJBZKCGYXS6PJCEJ5YAAQBJ1,2023-12-23T13:39:52.871892-05:00
01HJBZM018KPT664VBGV546MRM,1,2023-12-23T13:39:52.89815-05:00,3,2023-12-23T13:39:52.872357-05:00,true,2023-12-23T13:40:43.58963-05:00,true,2023-12-23T13:40:39.878361-05:00,results2,2023-12-23T13:39:52.872357-05:00,01HJBZKCHAA5N4F5CQ2DEK9DFK,2023-12-23T13:39:52.872357-05:00,Results,2023-12-23T13:39:52.872357-05:00,01HJBZKCGYXS6PJCEJ5YAAQBJ1,2023-12-23T13:39:52.872357-05:00
01HJBZM018KPT664VBH70E16S1,1,2023-12-23T13:39:52.902078-05:00,4,2023-12-23T13:39:52.872778-05:00,true,2023-12-23T13:40:53.779023-05:00,true,2023-12-23T13:40:43.598745-05:00,advertise3,2023-12-23T13:39:52.872778-05:00,01HJBZKCHAA5N4F5CQ2DEK9DFK,2023-12-23T13:39:52.872778-05:00,Advertise,2023-12-23T13:39:52.872778-05:00,01HJBZKCGYXS6PJCEJ5YAAQBJ1,2023-12-23T13:39:52.872778-05:00
01HJBZM019ZM99JNWBAV48TP7Q,1,2023-12-23T13:39:52.904414-05:00,5,2023-12-23T13:39:52.873414-05:00,true,2023-12-23T13:40:55.730035-05:00,true,2023-12-23T13:40:53.785348-05:00,results3,2023-12-23T13:39:52.873414-05:00,01HJBZKCHAA5N4F5CQ2DEK9DFK,2023-12-23T13:39:52.873414-05:00,Results,2023-12-23T13:39:52.873414-05:00,01HJBZKCGYXS6PJCEJ5YAAQBJ1,2023-12-23T13:39:52.873414-05:00
01HJBZM019ZM99JNWBBCM5ZEP2,1,2023-12-23T13:39:52.90521-05:00,6,2023-12-23T13:39:52.873824-05:00,true,2023-12-23T13:41:01.434935-05:00,true,2023-12-23T13:40:55.736132-05:00,advertise4,2023-12-23T13:39:52.873824-05:00,01HJBZKCHAA5N4F5CQ2DEK9DFK,2023-12-23T13:39:52.873824-05:00,Advertise,2023-12-23T13:39:52.873824-05:00,01HJBZKCGYXS6PJCEJ5YAAQBJ1,2023-12-23T13:39:52.873824-05:00
01HJBZM01A7MS81X6EHP6878P4,1,2023-12-23T13:39:52.906326-05:00,7,2023-12-23T13:39:52.87431-05:00,true,2023-12-23T13:41:04.943744-05:00,true,2023-12-23T13:41:01.441402-05:00,results4,2023-12-23T13:39:52.87431-05:00,01HJBZKCHAA5N4F5CQ2DEK9DFK,2023-12-23T13:39:52.87431-05:00,Game Results,2023-12-23T13:39:52.87431-05:00,01HJBZKCGYXS6PJCEJ5YAAQBJ1,2023-12-23T13:39:52.87431-05:00
01HJC1AX7PM2PZ04H17EYYVM54,1,2023-12-23T14:09:52.286325-05:00,0,2023-12-23T14:09:52.246949-05:00,true,2023-12-23T14:10:00.691022-05:00,true,2023-12-23T14:09:52.314876-05:00,advertise,2023-12-23T14:09:52.246949-05:00,01HJC19KPH3KBDX1R0NEQEK8D3,2023-12-23T14:09:52.246949-05:00,Advertise,2023-12-23T14:09:52.246949-05:00,01HJC19KNK9ZQRGYH0JXVGFCME,2023-12-23T14:09:52.246949-05:00
01HJC1AX7QB1CA9P92FBRM4K9H,1,2023-12-23T14:09:52.290174-05:00,1,2023-12-23T14:09:52.247343-05:00,false,2023-12-23T14:09:52.247343-05:00,false,2023-12-23T14:09:52.247343-05:00,results,2023-12-23T14:09:52.247343-05:00,01HJC19KPH3KBDX1R0NEQEK8D3,2023-12-23T14:09:52.247343-05:00,Results,2023-12-23T14:09:52.247343-05:00,01HJC19KNK9ZQRGYH0JXVGFCME,2023-12-23T14:09:52.247343-05:00
01HJC1AX7RAS4325628TSAQ993,1,2023-12-23T14:09:52.293291-05:00,2,2023-12-23T14:09:52.248342-05:00,false,2023-12-23T14:09:52.248342-05:00,false,2023-12-23T14:09:52.248342-05:00,advertise2,2023-12-23T14:09:52.248342-05:00,01HJC19KPH3KBDX1R0NEQEK8D3,2023-12-23T14:09:52.248342-05:00,Advertise,2023-12-23T14:09:52.248342-05:00,01HJC19KNK9ZQRGYH0JXVGFCME,2023-12-23T14:09:52.248342-05:00
01HJC1AX7V763T0KAMJNCZ20PZ,1,2023-12-23T14:09:52.299155-05:00,3,2023-12-23T14:09:52.251376-05:00,false,2023-12-23T14:09:52.251376-05:00,false,2023-12-23T14:09:52.251376-05:00,results2,2023-12-23T14:09:52.251376-05:00,01HJC19KPH3KBDX1R0NEQEK8D3,2023-12-23T14:09:52.251376-05:00,Results,2023-12-23T14:09:52.251376-05:00,01HJC19KNK9ZQRGYH0JXVGFCME,2023-12-23T14:09:52.251376-05:00
01HJC1AX7V763T0KAMK51HSCWS,1,2023-12-23T14:09:52.302287-05:00,4,2023-12-23T14:09:52.251926-05:00,false,2023-12-23T14:09:52.251926-05:00,false,2023-12-23T14:09:52.251926-05:00,advertise3,2023-12-23T14:09:52.251926-05:00,01HJC19KPH3KBDX1R0NEQEK8D3,2023-12-23T14:09:52.251926-05:00,Advertise,2023-12-23T14:09:52.251926-05:00,01HJC19KNK9ZQRGYH0JXVGFCME,2023-12-23T14:09:52.251926-05:00
01HJC1AX7WB6XSY4TQW38XTGP3,1,2023-12-23T14:09:52.304326-05:00,5,2023-12-23T14:09:52.252484-05:00,false,2023-12-23T14:09:52.252484-05:00,false,2023-12-23T14:09:52.252484-05:00,results3,2023-12-23T14:09:52.252484-05:00,01HJC19KPH3KBDX1R0NEQEK8D3,2023-12-23T14:09:52.252484-05:00,Results,2023-12-23T14:09:52.252484-05:00,01HJC19KNK9ZQRGYH0JXVGFCME,2023-12-23T14:09:52.252484-05:00
01HJC1AX7XKK83W4486KCQWZ45,1,2023-12-23T14:09:52.305888-05:00,6,2023-12-23T14:09:52.253426-05:00,false,2023-12-23T14:09:52.253426-05:00,false,2023-12-23T14:09:52.253426-05:00,advertise4,2023-12-23T14:09:52.253426-05:00,01HJC19KPH3KBDX1R0NEQEK8D3,2023-12-23T14:09:52.253426-05:00,Advertise,2023-12-23T14:09:52.253426-05:00,01HJC19KNK9ZQRGYH0JXVGFCME,2023-12-23T14:09:52.253426-05:00
01HJC1AX7ZNKQ7K29XZHCE1KP3,1,2023-12-23T14:09:52.308037-05:00,7,2023-12-23T14:09:52.255624-05:00,false,2023-12-23T14:09:52.255624-05:00,false,2023-12-23T14:09:52.255624-05:00,results4,2023-12-23T14:09:52.255624-05:00,01HJC19KPH3KBDX1R0NEQEK8D3,2023-12-23T14:09:52.255624-05:00,Game Results,2023-12-23T14:09:52.255624-05:00,01HJC19KNK9ZQRGYH0JXVGFCME,2023-12-23T14:09:52.255624-05:00
01HJC1C02GAN5RZXT3GW7FH28C,1,2023-12-23T14:10:27.936583-05:00,0,2023-12-23T14:10:27.920257-05:00,true,2023-12-23T14:10:45.509656-05:00,true,2023-12-23T14:10:27.959221-05:00,advertise,2023-12-23T14:10:27.920257-05:00,01HJC1BGQHTKWM50GRNSZJZ6GE,2023-12-23T14:10:27.920257-05:00,Advertise,2023-12-23T14:10:27.920257-05:00,01HJC1BGQB97MT6JYBFA9P3S3C,2023-12-23T14:10:27.920257-05:00
01HJC1C02GAN5RZXT3HAHXS065,1,2023-12-23T14:10:27.938127-05:00,1,2023-12-23T14:10:27.920483-05:00,true,2023-12-23T14:11:30.329741-05:00,true,2023-12-23T14:10:45.515496-05:00,results,2023-12-23T14:10:27.920483-05:00,01HJC1BGQHTKWM50GRNSZJZ6GE,2023-12-23T14:10:27.920483-05:00,Results,2023-12-23T14:10:27.920483-05:00,01HJC1BGQB97MT6JYBFA9P3S3C,2023-12-23T14:10:27.920483-05:00
01HJC1C02GAN5RZXT3HQJDZW9F,1,2023-12-23T14:10:27.940423-05:00,2,2023-12-23T14:10:27.92056-05:00,true,2023-12-23T14:11:40.811323-05:00,true,2023-12-23T14:11:30.337123-05:00,advertise2,2023-12-23T14:10:27.92056-05:00,01HJC1BGQHTKWM50GRNSZJZ6GE,2023-12-23T14:10:27.92056-05:00,Advertise,2023-12-23T14:10:27.92056-05:00,01HJC1BGQB97MT6JYBFA9P3S3C,2023-12-23T14:10:27.92056-05:00
01HJC1C02GAN5RZXT3J952JWA9,1,2023-12-23T14:10:27.942576-05:00,3,2023-12-23T14:10:27.920707-05:00,true,2023-12-23T14:11:52.492643-05:00,true,2023-12-23T14:11:40.8177-05:00,results2,2023-12-23T14:10:27.920707-05:00,01HJC1BGQHTKWM50GRNSZJZ6GE,2023-12-23T14:10:27.920707-05:00,Results,2023-12-23T14:10:27.920707-05:00,01HJC1BGQB97MT6JYBFA9P3S3C,2023-12-23T14:10:27.920707-05:00
01HJC1C02HQH56E3X2R3PY8DT0,1,2023-12-23T14:10:27.948664-05:00,4,2023-12-23T14:10:27.921431-05:00,true,2023-12-23T14:12:05.290173-05:00,true,2023-12-23T14:11:52.498259-05:00,advertise3,2023-12-23T14:10:27.921431-05:00,01HJC1BGQHTKWM50GRNSZJZ6GE,2023-12-23T14:10:27.921431-05:00,Advertise,2023-12-23T14:10:27.921431-05:00,01HJC1BGQB97MT6JYBFA9P3S3C,2023-12-23T14:10:27.921431-05:00
01HJC1C02JNA68T2GNA8QK0VHK,1,2023-12-23T14:10:27.95147-05:00,5,2023-12-23T14:10:27.922379-05:00,true,2023-12-23T14:12:11.320025-05:00,true,2023-12-23T14:12:05.296445-05:00,results3,2023-12-23T14:10:27.922379-05:00,01HJC1BGQHTKWM50GRNSZJZ6GE,2023-12-23T14:10:27.922379-05:00,Results,2023-12-23T14:10:27.922379-05:00,01HJC1BGQB97MT6JYBFA9P3S3C,2023-12-23T14:10:27.922379-05:00
01HJC1C02JNA68T2GNAY1NENWA,1,2023-12-23T14:10:27.954627-05:00,6,2023-12-23T14:10:27.922768-05:00,true,2023-12-23T14:12:23.357887-05:00,true,2023-12-23T14:12:11.325397-05:00,advertise4,2023-12-23T14:10:27.922768-05:00,01HJC1BGQHTKWM50GRNSZJZ6GE,2023-12-23T14:10:27.922768-05:00,Advertise,2023-12-23T14:10:27.922768-05:00,01HJC1BGQB97MT6JYBFA9P3S3C,2023-12-23T14:10:27.922768-05:00
01HJC1C02KPS75XCZTMBNV72PW,1,2023-12-23T14:10:27.954627-05:00,7,2023-12-23T14:10:27.923237-05:00,true,2023-12-23T14:12:28.954761-05:00,true,2023-12-23T14:12:23.365657-05:00,results4,2023-12-23T14:10:27.923237-05:00,01HJC1BGQHTKWM50GRNSZJZ6GE,2023-12-23T14:10:27.923237-05:00,Game Results,2023-12-23T14:10:27.923237-05:00,01HJC1BGQB97MT6JYBFA9P3S3C,2023-12-23T14:10:27.923237-05:00
01HJC1G8F8YEHV874G54FZF8DZ,1,2023-12-23T14:12:47.608673-05:00,0,2023-12-23T14:12:47.592209-05:00,true,2023-12-23T14:13:22.442951-05:00,true,2023-12-23T14:12:47.630892-05:00,advertise,2023-12-23T14:12:47.592209-05:00,01HJC1FT2E88XCBDBKE20YZ56B,2023-12-23T14:12:47.592209-05:00,Advertise,2023-12-23T14:12:47.592209-05:00,01HJC1FT26XKWFCC1M4MWNFPSP,2023-12-23T14:12:47.592209-05:00
01HJC1G8F8YEHV874G5H9KYZ43,1,2023-12-23T14:12:47.606257-05:00,1,2023-12-23T14:12:47.592409-05:00,true,2023-12-23T14:13:30.444335-05:00,true,2023-12-23T14:13:22.449585-05:00,results,2023-12-23T14:12:47.592409-05:00,01HJC1FT2E88XCBDBKE20YZ56B,2023-12-23T14:12:47.592409-05:00,Results,2023-12-23T14:12:47.592409-05:00,01HJC1FT26XKWFCC1M4MWNFPSP,2023-12-23T14:12:47.592409-05:00
01HJC1G8F8YEHV874G67ZRT290,1,2023-12-23T14:12:47.610705-05:00,2,2023-12-23T14:12:47.592485-05:00,true,2023-12-23T14:13:38.028851-05:00,true,2023-12-23T14:13:30.452021-05:00,advertise2,2023-12-23T14:12:47.592485-05:00,01HJC1FT2E88XCBDBKE20YZ56B,2023-12-23T14:12:47.592485-05:00,Advertise,2023-12-23T14:12:47.592485-05:00,01HJC1FT26XKWFCC1M4MWNFPSP,2023-12-23T14:12:47.592485-05:00
01HJC1G8F8YEHV874G6RSTYX1D,1,2023-12-23T14:12:47.613651-05:00,3,2023-12-23T14:12:47.592668-05:00,true,2023-12-23T14:13:47.851145-05:00,true,2023-12-23T14:13:38.036959-05:00,results2,2023-12-23T14:12:47.592668-05:00,01HJC1FT2E88XCBDBKE20YZ56B,2023-12-23T14:12:47.592668-05:00,Results,2023-12-23T14:12:47.592668-05:00,01HJC1FT26XKWFCC1M4MWNFPSP,2023-12-23T14:12:47.592668-05:00
01HJC1G8F9BWKJX74905CC6T5S,1,2023-12-23T14:12:47.616155-05:00,4,2023-12-23T14:12:47.593665-05:00,true,2023-12-23T14:13:54.622218-05:00,true,2023-12-23T14:13:47.856686-05:00,advertise3,2023-12-23T14:12:47.593665-05:00,01HJC1FT2E88XCBDBKE20YZ56B,2023-12-23T14:12:47.593665-05:00,Advertise,2023-12-23T14:12:47.593665-05:00,01HJC1FT26XKWFCC1M4MWNFPSP,2023-12-23T14:12:47.593665-05:00
01HJC1G8FAR2E4HN2QEA963CYN,1,2023-12-23T14:12:47.617935-05:00,5,2023-12-23T14:12:47.594302-05:00,true,2023-12-23T14:14:01.063832-05:00,true,2023-12-23T14:13:54.628443-05:00,results3,2023-12-23T14:12:47.594302-05:00,01HJC1FT2E88XCBDBKE20YZ56B,2023-12-23T14:12:47.594302-05:00,Results,2023-12-23T14:12:47.594302-05:00,01HJC1FT26XKWFCC1M4MWNFPSP,2023-12-23T14:12:47.594302-05:00
01HJC1G8FAR2E4HN2QES055S87,1,2023-12-23T14:12:47.619813-05:00,6,2023-12-23T14:12:47.594823-05:00,true,2023-12-23T14:14:06.878324-05:00,true,2023-12-23T14:14:01.073102-05:00,advertise4,2023-12-23T14:12:47.594823-05:00,01HJC1FT2E88XCBDBKE20YZ56B,2023-12-23T14:12:47.594823-05:00,Advertise,2023-12-23T14:12:47.594823-05:00,01HJC1FT26XKWFCC1M4MWNFPSP,2023-12-23T14:12:47.594823-05:00
01HJC1G8FBACMHCV2MF4J2TKYC,1,2023-12-23T14:12:47.621207-05:00,7,2023-12-23T14:12:47.595431-05:00,true,2023-12-23T14:14:20.778859-05:00,true,2023-12-23T14:14:06.884248-05:00,results4,2023-12-23T14:12:47.595431-05:00,01HJC1FT2E88XCBDBKE20YZ56B,2023-12-23T14:12:47.595431-05:00,Game Results,2023-12-23T14:12:47.595431-05:00,01HJC1FT26XKWFCC1M4MWNFPSP,2023-12-23T14:12:47.595431-05:00
01HJC32M6M7A2ZXE2FBRTJD5HW,1,2023-12-23T14:40:18.035225-05:00,0,2023-12-23T14:40:18.004249-05:00,true,2023-12-23T14:40:59.140381-05:00,true,2023-12-23T14:40:18.062836-05:00,advertise,2023-12-23T14:40:18.004249-05:00,01HJC31X0SRH4PZ8DESHJ66DTM,2023-12-23T14:40:18.004249-05:00,Advertise,2023-12-23T14:40:18.004249-05:00,01HJC31X081Y34RSPJ2NG9065V,2023-12-23T14:40:18.004249-05:00
01HJC32M6N9C0Y81KZ1JTF98Z6,1,2023-12-23T14:40:18.040846-05:00,1,2023-12-23T14:40:18.005307-05:00,false,2023-12-23T14:40:18.005307-05:00,false,2023-12-23T14:40:18.005307-05:00,results,2023-12-23T14:40:18.005307-05:00,01HJC31X0SRH4PZ8DESHJ66DTM,2023-12-23T14:40:18.005307-05:00,Results,2023-12-23T14:40:18.005307-05:00,01HJC31X081Y34RSPJ2NG9065V,2023-12-23T14:40:18.005307-05:00
01HJC32M6N9C0Y81KZ25B54NZK,1,2023-12-23T14:40:18.044773-05:00,2,2023-12-23T14:40:18.005537-05:00,false,2023-12-23T14:40:18.005537-05:00,false,2023-12-23T14:40:18.005537-05:00,advertise2,2023-12-23T14:40:18.005537-05:00,01HJC31X0SRH4PZ8DESHJ66DTM,2023-12-23T14:40:18.005537-05:00,Advertise,2023-12-23T14:40:18.005537-05:00,01HJC31X081Y34RSPJ2NG9065V,2023-12-23T14:40:18.005537-05:00
01HJC32M6PQ2HGN1M1H3AEBA6R,1,2023-12-23T14:40:18.045468-05:00,3,2023-12-23T14:40:18.006966-05:00,false,2023-12-23T14:40:18.006966-05:00,false,2023-12-23T14:40:18.006966-05:00,results2,2023-12-23T14:40:18.006966-05:00,01HJC31X0SRH4PZ8DESHJ66DTM,2023-12-23T14:40:18.006966-05:00,Results,2023-12-23T14:40:18.006966-05:00,01HJC31X081Y34RSPJ2NG9065V,2023-12-23T14:40:18.006966-05:00
01HJC32M6RKE1XJ8GWVFNQKF30,1,2023-12-23T14:40:18.049855-05:00,4,2023-12-23T14:40:18.008976-05:00,false,2023-12-23T14:40:18.008976-05:00,false,2023-12-23T14:40:18.008976-05:00,advertise3,2023-12-23T14:40:18.008976-05:00,01HJC31X0SRH4PZ8DESHJ66DTM,2023-12-23T14:40:18.008976-05:00,Advertise,2023-12-23T14:40:18.008976-05:00,01HJC31X081Y34RSPJ2NG9065V,2023-12-23T14:40:18.008976-05:00
01HJC32M6SW8B9F7T08XJDSJXS,1,2023-12-23T14:40:18.052832-05:00,5,2023-12-23T14:40:18.009742-05:00,false,2023-12-23T14:40:18.009742-05:00,false,2023-12-23T14:40:18.009742-05:00,results3,2023-12-23T14:40:18.009742-05:00,01HJC31X0SRH4PZ8DESHJ66DTM,2023-12-23T14:40:18.009742-05:00,Results,2023-12-23T14:40:18.009742-05:00,01HJC31X081Y34RSPJ2NG9065V,2023-12-23T14:40:18.009742-05:00
01HJC32M6TMNK199GJJZ381QQP,1,2023-12-23T14:40:18.054991-05:00,6,2023-12-23T14:40:18.01073-05:00,false,2023-12-23T14:40:18.01073-05:00,false,2023-12-23T14:40:18.01073-05:00,advertise4,2023-12-23T14:40:18.01073-05:00,01HJC31X0SRH4PZ8DESHJ66DTM,2023-12-23T14:40:18.01073-05:00,Advertise,2023-12-23T14:40:18.01073-05:00,01HJC31X081Y34RSPJ2NG9065V,2023-12-23T14:40:18.01073-05:00
01HJC32M6VQSWYX5AD5X4VH8BF,1,2023-12-23T14:40:18.056869-05:00,7,2023-12-23T14:40:18.011809-05:00,false,2023-12-23T14:40:18.011809-05:00,false,2023-12-23T14:40:18.011809-05:00,results4,2023-12-23T14:40:18.011809-05:00,01HJC31X0SRH4PZ8DESHJ66DTM,2023-12-23T14:40:18.011809-05:00,Game Results,2023-12-23T14:40:18.011809-05:00,01HJC31X081Y34RSPJ2NG9065V,2023-12-23T14:40:18.011809-05:00
01HJC35FPXAPBT1MPEY7D7Y9GG,1,2023-12-23T14:41:51.738887-05:00,0,2023-12-23T14:41:51.70987-05:00,true,2023-12-23T14:42:42.466107-05:00,true,2023-12-23T14:41:51.766869-05:00,advertise,2023-12-23T14:41:51.70987-05:00,01HJC341NPY8P2ZSKMRTKV8WDS,2023-12-23T14:41:51.70987-05:00,Advertise,2023-12-23T14:41:51.70987-05:00,01HJC341NDY67B4C20JKPTJNY4,2023-12-23T14:41:51.70987-05:00
01HJC35FPYCZT7JJRMD7MBRRXV,1,2023-12-23T14:41:51.7421-05:00,1,2023-12-23T14:41:51.710406-05:00,false,2023-12-23T14:41:51.710406-05:00,false,2023-12-23T14:41:51.710406-05:00,results,2023-12-23T14:41:51.710406-05:00,01HJC341NPY8P2ZSKMRTKV8WDS,2023-12-23T14:41:51.710406-05:00,Results,2023-12-23T14:41:51.710406-05:00,01HJC341NDY67B4C20JKPTJNY4,2023-12-23T14:41:51.710406-05:00
01HJC35FPYCZT7JJRMDP7XF6TD,1,2023-12-23T14:41:51.74585-05:00,2,2023-12-23T14:41:51.710847-05:00,false,2023-12-23T14:41:51.710847-05:00,false,2023-12-23T14:41:51.710847-05:00,advertise2,2023-12-23T14:41:51.710847-05:00,01HJC341NPY8P2ZSKMRTKV8WDS,2023-12-23T14:41:51.710847-05:00,Advertise,2023-12-23T14:41:51.710847-05:00,01HJC341NDY67B4C20JKPTJNY4,2023-12-23T14:41:51.710847-05:00
01HJC35FPZF9GT2JQEFAS2Y6BB,1,2023-12-23T14:41:51.748192-05:00,3,2023-12-23T14:41:51.711285-05:00,false,2023-12-23T14:41:51.711285-05:00,false,2023-12-23T14:41:51.711285-05:00,results2,2023-12-23T14:41:51.711285-05:00,01HJC341NPY8P2ZSKMRTKV8WDS,2023-12-23T14:41:51.711285-05:00,Results,2023-12-23T14:41:51.711285-05:00,01HJC341NDY67B4C20JKPTJNY4,2023-12-23T14:41:51.711285-05:00
01HJC35FQ0N26NN7HAM4QV1HWF,1,2023-12-23T14:41:51.750737-05:00,4,2023-12-23T14:41:51.7125-05:00,false,2023-12-23T14:41:51.7125-05:00,false,2023-12-23T14:41:51.7125-05:00,advertise3,2023-12-23T14:41:51.7125-05:00,01HJC341NPY8P2ZSKMRTKV8WDS,2023-12-23T14:41:51.7125-05:00,Advertise,2023-12-23T14:41:51.7125-05:00,01HJC341NDY67B4C20JKPTJNY4,2023-12-23T14:41:51.7125-05:00
01HJC35FQ3WTNV6TZYS1ZNXHA3,1,2023-12-23T14:41:51.754153-05:00,5,2023-12-23T14:41:51.715125-05:00,false,2023-12-23T14:41:51.715125-05:00,false,2023-12-23T14:41:51.715125-05:00,results3,2023-12-23T14:41:51.715125-05:00,01HJC341NPY8P2ZSKMRTKV8WDS,2023-12-23T14:41:51.715125-05:00,Results,2023-12-23T14:41:51.715125-05:00,01HJC341NDY67B4C20JKPTJNY4,2023-12-23T14:41:51.715125-05:00
01HJC35FQ4TSXQTS1601H6RKJT,1,2023-12-23T14:41:51.758242-05:00,6,2023-12-23T14:41:51.716123-05:00,false,2023-12-23T14:41:51.716123-05:00,false,2023-12-23T14:41:51.716123-05:00,advertise4,2023-12-23T14:41:51.716123-05:00,01HJC341NPY8P2ZSKMRTKV8WDS,2023-12-23T14:41:51.716123-05:00,Advertise,2023-12-23T14:41:51.716123-05:00,01HJC341NDY67B4C20JKPTJNY4,2023-12-23T14:41:51.716123-05:00
